Apgabals,Struktūrvienība,Party,Name,Number,Pluses,Minuses
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Ginta Ernštreite,7,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Kalvis Kalniņš,8,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Dāvis Lodziņš,9,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Sintija Ozoliņa,10,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Niks Derums,11,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Katrīna Vītola,12,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Māris Meldris,13,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Jurģis Kūliņš,14,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"15. ""PROGRESĪVIE""",Andris Diržininks,15,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Kristaps Eklons,1,3,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Dace Bluķe,2,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Ainārs Dimants,3,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Uldis Zupa,4,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Ģirts Jankovskis,5,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Nora Patmalniece,6,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Ēriks Lingebērziņš,7,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Liene Reine-Miteva,8,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Gunta Jankovska,9,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Reinis Strolis,10,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Indra Rassa,11,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Nadīna Millere,12,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Gatis Nierliņš,13,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Aivars Graikstis,14,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,16. Attīstībai/Par!,Jurģis Spulenieks,15,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Guntis Rolis,1,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Jānis Gaudiešus,2,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Egils Matīss Madelis,3,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Iveta Samiņa,4,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Armands Bramanis,5,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"17. ""Apvienība Latvijai""",Jānis Lesiņš,6,0,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,1,6,3
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,2,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,3,1,1
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,4,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,5,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,6,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,7,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,8,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,9,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,10,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,11,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,12,3,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,13,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,14,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,15,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Ēriks Pucens,1,6,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Egils Gusts,2,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Ilona Lielmane,3,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Agnese Ziediņa,4,2,1
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Edgars Lielmanis,5,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Inga Zirka,6,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Ginta Bukāte,7,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Inese Ozoliņa,8,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Anda Stiba,9,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Valdis Grīnfogels,10,2,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Matīss Krēže,11,1,1
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Oskars Straume,12,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Līga Leikarte,13,1,0
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Māra Kūriņa,14,1,1
Kurzeme,569. TURLAVAS PAGASTA PĀRVALDE,"19. Politiskā partija ""Republika""",Uldis Ozoliņš,15,1,0
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Arvils Ašeradens,1,6,1
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Inga Bērziņa,2,8,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Guntars Račs,3,6,3
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Kārlis Strautiņš,4,2,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Ģirts Valdis Kristovskis,5,4,0
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Ingrīda Circene,6,5,1
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Jānis Grahoļskis,7,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Inna Kislina,8,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Andis Bāliņš,9,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Dace Šēle,10,2,1
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Andris Jefimovs,11,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Edgars Lūks,12,2,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Intars Zēns,13,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Māris Rozenbergs,14,1,2
Kurzeme,570. ĶIKURU PASTS,1. Jaunā VIENOTĪBA,Nellija Kleinberga,15,1,2
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,1,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,2,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,3,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,4,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,5,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,6,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,7,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,8,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,9,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,10,0,0
Kurzeme,570. ĶIKURU PASTS,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,11,0,0
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Uldis Augulis,1,6,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Jānis Vucāns,2,1,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Gundars Daudze,3,4,6
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Reinis Doniņš,4,2,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Agija Kaunese,5,2,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,6,2,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,7,1,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Juris Goldmanis,8,2,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Andris Valerts,9,1,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,10,1,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Ilze Buņķe,11,2,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Dainis Kūla,12,2,4
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,13,1,5
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,14,1,3
Kurzeme,570. ĶIKURU PASTS,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,15,1,3
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,1,1,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,2,1,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Ilze Kronberga,3,0,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Dāvids Zālītis,4,1,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Anna Rungule,5,0,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Lelde Povšaka,6,0,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Ilona Ozola,7,0,0
Kurzeme,570. ĶIKURU PASTS,4. TAUTAS KALPI LATVIJAI,Uģis Gertners,8,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Inga Gluzda,1,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Dāvids Kļaviņš,2,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Oskars Gertners,3,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Jūlija Rjazanova,4,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Jānis Blaus,5,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Egija Romanovska,6,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Sandra Briķe,7,1,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Juris Brigmanis-Briģis,8,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Sergejs Borisjuks,9,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Gita Priede,10,0,0
Kurzeme,570. ĶIKURU PASTS,"5. ""SUVERĒNĀ VARA""",Vilnis Kurpe,11,0,0
Kurzeme,570. ĶIKURU PASTS,"6. ""Kristīgi Progresīvā Partija""",Aivars Ošenieks,1,0,0
Kurzeme,570. ĶIKURU PASTS,"6. ""Kristīgi Progresīvā Partija""",Elita Višņevska,2,0,0
Kurzeme,570. ĶIKURU PASTS,"6. ""Kristīgi Progresīvā Partija""",Laima Ošeniece,3,0,0
Kurzeme,570. ĶIKURU PASTS,"6. ""Kristīgi Progresīvā Partija""",Romans Moisejevs,4,0,0
Kurzeme,570. ĶIKURU PASTS,"6. ""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,5,0,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,1,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,2,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,3,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,4,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,5,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,6,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,7,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,8,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,9,0,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,10,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Žeigure,11,0,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,12,0,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,13,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,14,1,0
Kurzeme,570. ĶIKURU PASTS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,15,0,0
Kurzeme,570. ĶIKURU PASTS,"8. Politiskā partija ""Stabilitātei!""",Sanita Petere,1,0,0
Kurzeme,570. ĶIKURU PASTS,"8. Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,2,0,0
Kurzeme,570. ĶIKURU PASTS,"8. Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,3,0,0
Kurzeme,570. ĶIKURU PASTS,"8. Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,4,0,0
Kurzeme,570. ĶIKURU PASTS,"8. Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,5,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,1,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Astra Andersone,2,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,3,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,4,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,5,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,6,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,7,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Aija Šmite,8,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Anita Purgale,9,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,10,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Toms Gailišs,11,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Austris Kukulis,12,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,13,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Neviens Neviens,14,0,0
Kurzeme,570. ĶIKURU PASTS,"9. Politiskā partija ""Tautas varas spēks""",Rainelda Greize,15,0,0
Kurzeme,570. ĶIKURU PASTS,"10. Partija ""Vienoti Latvijai""",Madara Gobziņa,1,1,0
Kurzeme,570. ĶIKURU PASTS,"10. Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,2,1,0
Kurzeme,570. ĶIKURU PASTS,"10. Partija ""Vienoti Latvijai""",Edgars Auziņš,3,1,0
Kurzeme,570. ĶIKURU PASTS,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,4,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,1,6,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,2,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,3,2,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,4,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,5,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,6,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,7,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,8,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,9,2,1
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,10,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,11,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,12,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,13,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,14,1,0
Kurzeme,570. ĶIKURU PASTS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,15,1,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,1,4,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,2,1,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,3,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,4,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,5,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,6,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,7,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,8,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,9,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,10,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,11,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,12,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,13,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,14,0,0
Kurzeme,570. ĶIKURU PASTS,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,15,0,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Krišjānis Feldmans,1,4,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Uldis Budriķis,2,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Santa Suhaka,3,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Bruno Jurševics,4,2,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Romāns Ernsons,5,4,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Juris Orinskis,6,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Ivo Tikums,7,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Maira Kutuļska,8,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Evita Pētersone,9,4,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Anželika Jurševica,10,3,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Andris Saulītis,11,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Elena Blumberga,12,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Kristers Andersons,13,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Mārtiņš Štāls,14,1,0
Kurzeme,570. ĶIKURU PASTS,13. Konservatīvie,Sandis Pūce,15,0,1
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,1,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,2,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,3,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,4,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,5,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,6,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,7,0,0
Kurzeme,570. ĶIKURU PASTS,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,8,0,0
